course_name,platform,skills_taught,course_url,difficulty,rating,predicted_rating_rf,predicted_rating_catboost
Uncommon Sense Teaching Specialization,Deep Teaching Solutions,"['Teaching', 'active learning', 'social-emotional learning', 'online teaching', 'neurodiversity']",https://www.coursera.org/specializations/uncommon-sense-teaching-certificate,Beginner level,4.9,4.7709999999999875,4.624314616072916
Better Business Writing in English,Georgia Institute of Technology,[],https://www.coursera.org/learn/business-writing-english,Beginner level,4.7,4.41600000000001,4.57872661974605
Artificial Intelligence and legal issues,Politecnico di Milano,[],https://www.coursera.org/learn/artificial-intelligence-and-legal-issues,Beginner level,4.4,4.481999999999991,4.506978347390086
Introduction to C++,Infosec,[],https://www.coursera.org/learn/introduction-to-c,None,0.0,1.7839999999999996,1.294848513362318
Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,[],https://www.coursera.org/learn/sdgbusiness,Beginner level,4.8,4.740499999999992,4.818775874979677
Strategy and Game Theory for Management,IIMA - IIM Ahmedabad,"['Risk Management', 'Strategic Thinking', 'Negotiation', 'Decision Making', 'Innovation', 'Problem Solving', 'Critical Thinking']",https://www.coursera.org/learn/strategy-and-game-theory-for-management,Intermediate level,4.9,4.759999999999987,4.291042989299226
Nursing Informatics(护理信息学),Peking University,[],https://www.coursera.org/learn/nursing-informatics,Intermediate level,0.0,0.9420000000000003,0.3824600047062834
"Modern Robotics, Course 1:  Foundations of Robot Motion",Northwestern University,[],https://www.coursera.org/learn/modernrobotics-course1,Intermediate level,4.7,3.517000000000005,3.8537242599606256
Business Strategy,University of Illinois Urbana-Champaign,"['Strategic Management', 'Business Model', 'Strategic Thinking', 'Business Strategy']",https://www.coursera.org/learn/strategy-business,Intermediate level,4.8,4.72349999999999,4.78529609975571
5G Network Architecture and Protocols,LearnQuest,"['Mimo', 'Radio Access Networks', 'Beamforming', '5G Protocols and Standards', '5G Core Architecture', 'MIMO', '5G components']",https://www.coursera.org/learn/5g-mobile-networks-course-2,Intermediate level,0.0,0.9245000000000003,1.0514416418924473
Building and Training Neural Networks with PyTorch,Packt,"['Recurrent Neural Network (RNN)', 'PyTorch (Machine Learning Library)', 'CNN', 'YOLO', 'Classification Models']",https://www.coursera.org/learn/packt-building-and-training-neural-networks-with-pytorch-jmkne,Intermediate level,0.0,0.11900000000000002,0.586087868287474
JavaScript Full Stack Capstone Project,IBM,"['Mongodb', 'Docker', 'JavaScript', 'React', 'Express.Js']",https://www.coursera.org/learn/javascript-full-stack-capstone-project,Advanced level,4.8,4.7709999999999875,4.252095808267335
Explainable Machine Learning (XAI),Duke University,"['Neural Network Models', 'Explainable AI (XAI)', 'Machine Learning', 'Artificial Intelligence', 'Interpretable Machine Learning']",https://www.coursera.org/learn/explainable-machine-learning-xai,Intermediate level,0.0,0.8445,0.5997108900592676
Angular 17 Overview & Basics,LearnQuest,"['Data Binding', 'Visual Studio Code', 'Angular Decorators', 'Web Development', 'Angular CLI']",https://www.coursera.org/learn/angular17course1,Beginner level,4.4,4.400499999999991,4.008995357374788
Teach English Now! Capstone Project 2,Arizona State University,[],https://www.coursera.org/learn/teaching-english-capstone-2,Beginner level,4.9,4.791999999999988,4.513876050962014
Computer Communications Specialization,University of Colorado System,"['Open System Interconnection (OSI)', 'Open System Interconnection (OSI)']",https://www.coursera.org/specializations/computer-communications,Intermediate level,4.7,4.70850000000001,5.009566370487432
Electron and Ion Beam Characterization,Arizona State University,"['Semiconductor Device', 'Complementary Metal Oxide Semiconductor (CMOS)', 'Semiconductors', 'Semiconductor Characterization Techniques', 'Semiconductor Materials', 'Semiconductor Device Physics']",https://www.coursera.org/learn/electron-and-ion-beam-characterization,Intermediate level,0.0,0.5610000000000002,0.46024773676492803
Generative AI Essentials: A Comprehensive Introduction,Fractal Analytics,"['Communication Skills', 'Artificial Intelligence', 'Generative AI', 'Prompt Engineering', 'Critical Thinking', 'Communication skills']",https://www.coursera.org/learn/generative-ai-essentials-comprehensive-introduction,Beginner level,4.4,4.2529999999999895,4.376864249607319
Working with Data,Meta,"['React (Javascript Library)', 'Application development', 'Data Management', 'REST APIs']",https://www.coursera.org/learn/meta-working-with-data,Intermediate level,4.8,4.502499999999992,4.498946685505007
Exam Prep CJE: Certified Jenkins Engineer,Whizlabs,"['Jenkins tool', 'CI/CD Pipelines']",https://www.coursera.org/learn/cje-certified-jenkins-engineer,Beginner level,0.0,1.7644999999999995,1.1129787868686831
Medical Applications of Particle Accelerators (NPAP MOOC),Lund University,[],https://www.coursera.org/learn/medical-applications-particle-accelerators,Beginner level,4.6,4.629500000000008,4.533401174762974
The Emergence of the Modern Middle East - Part II,Tel Aviv University,[],https://www.coursera.org/learn/modern-middle-east-2,None,4.8,4.115499999999991,4.539261123395757
IBM DevOps and Software Engineering Professional Certificate,IBM,['Software Engineering'],https://www.coursera.org/professional-certificates/devops-and-software-engineering,Beginner level,4.7,4.70800000000001,4.364679993564186
Security Infrastructure Management,Codio,"['System Security', 'security', 'Security Strategy']",https://www.coursera.org/learn/codio-security-infrastructure-management,Beginner level,0.0,1.6479999999999992,1.083808424539722
User Experience: Research & Prototyping,University of California San Diego,"['User Research', 'Persona (User Experience)', 'Human–Computer Interaction', 'User Experience (UX)']",https://www.coursera.org/learn/user-research,None,4.6,4.590500000000014,4.635249157495597
US Social Services Compared,Columbia University,"['-\tFormulate practice strategies to overcome the historic biases in social welfare programs', '-\tDistinguish the values inherent in each social policy initiative']",https://www.coursera.org/learn/welfare-state,Beginner level,4.8,4.245999999999992,4.3563778813067024
Introduction of Pile Foundation,L&T EduTech,"['Foundational knowledge of pile types and selection factors', 'Competence in Bored Cast in Situ (BCIS) pile design for rocks']",https://www.coursera.org/learn/introduction-of-pile-foundation,Intermediate level,0.0,1.7609999999999995,1.0895083611506275
A Bridge to the World: Korean Language for Beginners Ⅰ,Sungkyunkwan University,"['Korean Language conversation', 'Korean Language', 'Beginner level Korean speaking and listening']",https://www.coursera.org/learn/korean-beginners,Beginner level,4.8,3.226500000000002,2.832013571709636
Herbal Medicine,University of Minnesota,"['symptom management', 'herbal preparations', 'integrative care', 'evidence-based practice', 'botanical safety']",https://www.coursera.org/learn/herbalmedicine,Intermediate level,4.8,4.405,4.499613546397587
In the Trenches: Security Operations Center,EC-Council,"['Security Operations Center', 'Cyberattacks', 'SEIMs', 'Intrusion Prevention and Detection Software', 'Vulnerability Management']",https://www.coursera.org/learn/in-the-trenches-security-operations-center,Beginner level,4.7,3.5155000000000003,2.9364388986821552
Local Economic Development,Erasmus University Rotterdam,[],https://www.coursera.org/learn/local-economic-development,Beginner level,4.8,4.245000000000007,4.449767557344385
Fundamentals of Networking and Cisco Devices,Packt,"['Cisco Packet Tracer', 'OSI Models', 'Cisco Certified Network Associate Security (CCNA Security)', 'IP Addressing', 'Subsetting']",https://www.coursera.org/learn/packt-fundamentals-of-networking-and-cisco-devices-gvjwp,Beginner level,0.0,0.139,0.12638099195685593
The Art & Science of Product Management,Advancing Women in Tech,"['Technical PM Interview', 'Lead Designers', 'AI/ML', 'Lead Engineers', 'Technical Literacy']",https://www.coursera.org/learn/pms-leading-design-engineering-ai-ml,Beginner level,4.4,3.9069999999999907,4.0344359121483455
Data Visualization,University of Illinois Urbana-Champaign,"['Data Visualization Software', 'Tableau Software', 'Data Virtualization', 'Data Visualization']",https://www.coursera.org/learn/datavisualization,None,4.5,3.7905000000000024,4.4452312012296735
Introduction to Business Specialization,"University of California, Irvine","['Storytelling', 'Leadership Style', 'Strategic Planning', 'engagement', 'Expense Control']",https://www.coursera.org/specializations/business-introduction,Beginner level,4.7,4.293000000000008,4.632076121465223
Amazon Kinesis Video Streams - Getting Started,Amazon Web Services,[],https://www.coursera.org/learn/aws-amazon-kinesis-video-streams-getting-started,Beginner level,0.0,0.1605,0.34057461729255634
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,Microsoft,"['Artificial Intelligence (AI)', 'Test Preparation', 'Microsoft Azure', 'Machine Learning', 'Natural Language Processing']",https://www.coursera.org/learn/microsoft-ai-900-exam-prep,Beginner level,4.7,4.29000000000001,4.1284197357527335
The Business of Product Management II,Advancing Women in Tech,"['OODA Loops', 'KPIs OKRs North Stars', 'A/B/n testing', 'Customer Retention', 'Monetization Strategy']",https://www.coursera.org/learn/real-world-product-management-skills,Beginner level,4.6,4.445000000000005,4.441051699198387
New paradigms in wastewater management,Politecnico di Milano,[],https://www.coursera.org/learn/new-paradigms-in-wastewater-management,Beginner level,4.8,2.0939999999999994,2.253045917083088
Learn JavaScript,Scrimba,"['Computer Programming', 'javascript syntax', 'Web Development', 'JavaScript', 'Front-End Web Development']",https://www.coursera.org/learn/learn-javascript,Beginner level,4.7,4.667000000000012,4.44814976867187
Neural Networks and Deep Learning,DeepLearning.AI,"['Artificial Neural Network', 'Backpropagation', 'Python Programming', 'Deep Learning', 'Neural Network Architecture']",https://www.coursera.org/learn/neural-networks-deep-learning,Intermediate level,4.9,4.418499999999996,4.034776734635488
Human Anatomy & Physiology I Specialization,Rice University,"['Tissue Types', 'Anatomical Terminology', 'Cellular Biology', 'Physiological Processes', 'Organ Systems', 'Lifelong Learning', 'Interdisciplinary Perspective', 'Clinical Relevance', 'Tissue Types', 'Anatomical Terminology', 'Cellular Biology', 'Physiological Processes', 'Organ Systems', 'Lifelong Learning', 'Interdisciplinary Perspective', 'Clinical Relevance']",https://www.coursera.org/specializations/human-anatomy-physiology-1,Intermediate level,4.8,4.700499999999985,4.697386267537501
Mobile Computing and Cloud,Illinois Tech,[],https://www.coursera.org/learn/illinois-tech-mobile-computing-and-cloud,Beginner level,4.8,4.262499999999994,4.496922014643292
Ancient Philosophy: Plato & His Predecessors,University of Pennsylvania,[],https://www.coursera.org/learn/plato,None,4.8,4.123499999999992,4.492108161090313
History of Mental Illness,Wesleyan University,[],https://www.coursera.org/learn/history-mental-illness,Beginner level,4.6,4.18200000000001,4.266001011593174
"Digestion, Micturition, and Reproduction",MedCerts,"['Medical language', 'Knowledge of Major Diseases', 'human anatomy', 'Medical Terminology']",https://www.coursera.org/learn/digestion-micturition-reproduction,Beginner level,4.8,4.273999999999992,4.421303815530636
Advanced Business Analysis: Elicitation & Analysis,Starweaver,"['Decision-Making', 'Communication', 'analysis', 'Collaboration', 'Elicitation']",https://www.coursera.org/learn/advanced-business-analysis-elicitation-analysis,Intermediate level,4.8,4.481999999999992,4.502130003846153
Regression Models,Johns Hopkins University,"['Model Selection', 'Generalized Linear Model', 'Linear Regression', 'Regression Analysis']",https://www.coursera.org/learn/regression-models,None,4.4,4.588000000000007,4.583244698828693
"Revolutionary Ideas: Borders, Elections, Constitutions, Prisons",Rutgers the State University of New Jersey,[],https://www.coursera.org/learn/revolutionary-ideas-borders-elections-constitutions-prisons,Beginner level,4.8,4.092000000000004,4.661125960404743
Epidemiology for Public Health Specialization,Imperial College London,"['Clinical Study Design', 'Bias', 'association', 'Causal Inference', 'Screening', 'Clinical Study Design', 'Bias', 'association', 'Causal Inference', 'Screening']",https://www.coursera.org/specializations/public-health-epidemiology,Beginner level,4.8,4.515499999999993,4.6314183879901165
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,"['HTML', 'JavaScript', 'Css Frameworks', 'Cascading Style Sheets (CSS)']",https://www.coursera.org/learn/html-css-javascript-for-web-developers,None,4.7,4.66500000000001,4.60845684840355
IoT Communications and Networks,Institut Mines-Télécom,"['Routing Protocol', 'Internet Of Things (IOT)', 'Wireless', 'Network Architecture']",https://www.coursera.org/learn/iot-communications-networks,Intermediate level,0.0,4.424500000000005,4.42706547219276
Excel Skills for Business: Advanced,Macquarie University,"['Dashboard (Business)', 'Financial Modeling', 'Microsoft Excel', 'Data Cleansing']",https://www.coursera.org/learn/excel-advanced,Intermediate level,4.7,4.509000000000009,4.454506698643993
Project Management Fundamentals,LearnKartS,"['Project Stakeholder', 'Project Governance', 'Shareholder Communications', 'Project Management', 'Project Management Office (PMO)']",https://www.coursera.org/learn/pmi-pmp-certification-training-course-project-management-fundamentals,Beginner level,4.4,4.6410000000000045,4.386428851510735
"Image Segmentation, Filtering, and Region Analysis",MathWorks,"['Image Processing', 'Image Segmentation', 'region analysis', 'image filtering']",https://www.coursera.org/learn/image-segmentation,Beginner level,4.8,4.691999999999993,4.204933240634862
Google Cloud Database Engineer Specialization,Google Cloud,"['Database (DBMS)', 'Google Cloud Platform', 'MySQL', 'Cloud Platforms', 'Cloud Storage', 'Node.Js', 'Cloud Computing Security', 'Postgresql', 'cloud sql', 'Dataflow', 'Data Management', 'SQL Operations', 'Google Compute Engine', 'Database (DBMS)', 'Google Cloud Platform', 'MySQL', 'Cloud Platforms', 'Cloud Storage', 'Node.Js', 'Cloud Computing Security', 'Postgresql', 'cloud sql', 'Dataflow', 'Data Management', 'SQL Operations', 'Google Compute Engine']",https://www.coursera.org/specializations/google-cloud-database-engineer,Intermediate level,4.8,4.697499999999988,4.7612546715575945
Odesa: Jews in the Modern World,"University of California, Santa Cruz",[],https://www.coursera.org/learn/odesa,Beginner level,4.7,4.6560000000000095,4.591381832330886
Cybersecurity Threat Vectors and Mitigation,Microsoft,"['Cybersecurity', 'Information Security (INFOSEC)', 'Encryption techniques', 'threat intelligence', 'Compliance techniques']",https://www.coursera.org/learn/cybersecurity-threat-vectors-and-mitigation,Beginner level,4.7,3.427000000000001,2.239412793815508
Better Learning,American Psychological Association,"['Metacognition', 'Understanding Memory', 'Defeating Procrastination', 'Learning Strategies', 'Improving Learning']",https://www.coursera.org/learn/better-learning,Beginner level,0.0,0.45800000000000013,0.2479690963266492
Fundamentals of Network Communication,University of Colorado System,[],https://www.coursera.org/learn/fundamentals-network-communications,Intermediate level,4.6,4.43250000000001,4.299141845417529
RESTful Web Services with JAX-RS,LearnQuest,"['Enterprise Software', 'JAX-RS', 'Curl', 'Java', 'Representational State Transfer (REST)']",https://www.coursera.org/learn/restful-web-services-jax-rs,Beginner level,4.5,4.388999999999999,4.050500142117569
Organizational Change and Culture for Adopting Google Cloud Specialization,Google Cloud,"['SRE Culture', 'Business Value', 'Organizational Culture', 'Business Transformation', 'Business Case Analysis', 'Business Strategy', 'SRE Culture', 'Business Value', 'Organizational Culture', 'Business Transformation', 'Business Case Analysis', 'Business Strategy']",https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,Beginner level,4.8,4.672499999999986,4.736936231535935
Pharmacy Technician Fundamentals Specialization,MedCerts,"['Medical Ethics', 'Working in a Pharmacy Setting', 'Counting/Weighing/Measuring Medications', 'Using Pharmacy Software', 'Calculating Dosages', 'human anatomy']",https://www.coursera.org/specializations/pharmacy-technician-fundamentals,Beginner level,4.8,3.459999999999998,3.6209044765225227
Causal Inference  2,Columbia University,[],https://www.coursera.org/learn/causal-inference-2,Advanced level,3.4,3.2209999999999934,3.207968277475609
AWS: Storage,Whizlabs,"['Amazon Elastic Block Store (Amazon EBS)', 'amazon s3', 'Amazon EFS', 'Amazon EBS', 'Amazon S3']",https://www.coursera.org/learn/aws-storage,Intermediate level,0.0,0.32349999999999995,0.20996683139134564
Planning for Climate Change in African Cities,United Cities and Local Governments of Africa,[],https://www.coursera.org/learn/climate-change-africa,Intermediate level,4.7,4.056000000000008,4.245033006535142
Sex from Molecules to Elephants,Hebrew University of Jerusalem,[],https://www.coursera.org/learn/sex-from-molecules-to-elephants,Beginner level,0.0,1.4325000000000006,1.1014362969707436
Network Defense Essentials (NDE),EC-Council,['Network Security'],https://www.coursera.org/learn/network-defense-essentials-nde,Beginner level,4.5,4.090500000000009,4.018277249635689
Spanish Vocabulary: Meeting People,"University of California, Davis",[],https://www.coursera.org/learn/spanish-vocabulary-meeting-people,Beginner level,4.6,4.476500000000011,4.49418453427263
The Social Dimensions of Antimicrobial Resistance,University of Amsterdam,[],https://www.coursera.org/learn/the-social-dimensions-of-antimicrobial-resistance,Intermediate level,0.0,1.3820000000000006,1.0960864261072145
Detecting and Mitigating Cyber Threats and Attacks,University of Colorado System,[],https://www.coursera.org/learn/detecting-cyber-attacks,Beginner level,4.7,4.6945000000000086,4.677486974617954
Power Electronics Specialization,University of Colorado Boulder,"['Understand the fundamentals of magnetic components including inductors and transformers', 'Design and optimize inductors and transformers for switched-mode power converters', 'Understand the fundamentals of magnetic components including inductors and transformers', 'Design and optimize inductors and transformers for switched-mode power converters']",https://www.coursera.org/specializations/power-electronics,Intermediate level,4.8,4.713499999999987,4.828303554860999
Sexing the Canvas: Art and Gender,The University of Melbourne,[],https://www.coursera.org/learn/gender-art,Beginner level,4.6,4.582000000000013,4.7240253205977485
Google Cloud Cybersecurity Professional Certificate,Google Cloud,"['Security Command Center (SCC)', 'Google Compute Engine', 'Identity and Access Management (IAM)', 'Cloud Shell', 'Cloud Firewall', 'cloud logging', 'Cloud Storage', 'Generative AI in Cybersecurity']",https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate,Beginner level,4.7,4.544000000000011,4.556370915885889
Algorithms for DNA Sequencing,Johns Hopkins University,"['Bioinformatics Algorithms', 'Algorithms', 'Python Programming', 'Algorithms On Strings']",https://www.coursera.org/learn/dna-sequencing,None,4.7,4.702000000000015,4.583688250214541
Archaeology and Heritage of Africa,Universitat Autònoma de Barcelona,"['Africa', 'Culture', 'archaeology', 'heritage management', 'archaeological techniques']",https://www.coursera.org/learn/archaeology-heritage-africa,Beginner level,4.7,4.48100000000001,4.385164137485084
Bash Scripting and System Configuration,Codio,"['Shell Script', 'Github', 'Bash (Unix Shell)', 'Unix Shells']",https://www.coursera.org/learn/codio-bash-scripting-and-system-configuration,Beginner level,0.0,4.135500000000004,3.501397309102328
Smart Contracts,University at Buffalo,"['Smart Contract', 'Cryptocurrency', 'Solidity', 'Remix IDE', 'Blockchain']",https://www.coursera.org/learn/smarter-contracts,Intermediate level,4.6,4.658500000000007,4.382302154318971
Generative AI for Healthcare,Google Cloud,[],https://www.coursera.org/learn/generative-ai-for-healthcare,Intermediate level,0.0,1.7534999999999994,0.8887945886901121
Cost and Economics in Pricing Strategy,University of Virginia,"['Price Discrimination', 'Price Elasticity Of Demand', 'Channel and Direct-to-Consumer Pricing', 'Pricing Strategies', 'Cost-Based Pricing']",https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,Beginner level,4.8,4.649500000000001,4.301960909567866
Foundations of Red Hat Cloud-native Development,Red Hat,"['Cloud Platforms', 'Cloud Applications', 'Cloud Computing', 'Kubernetes']",https://www.coursera.org/learn/foundations-of-red-hat-cloud-native-development,Intermediate level,4.6,4.539999999999996,4.463326470854629
Scrum Master Certification: Scaling Agile and the Team-of-Teams,LearnQuest,[],https://www.coursera.org/learn/scaling-agile-and-the-team-of-teams,Beginner level,4.5,4.688500000000004,4.534959035138251
Introduction to Integrative Nursing,University of Minnesota,"['improved symptom management', 'patient-centered care', 'wellbeing', 'evidence-based practice', 'integrative healthcare']",https://www.coursera.org/learn/intergrative-nursing-introduction,Beginner level,4.7,3.9900000000000087,4.432921858680307
Version Control,Meta,"['Version Control', 'Github', 'Bash (Unix Shell)', 'Web Development', 'Linux']",https://www.coursera.org/learn/introduction-to-version-control,Beginner level,4.6,3.867500000000001,3.440372183254086
Foundations of Digital Marketing and E-commerce,Google,"['E-Commerce', 'Customer loyalty', 'Customer Outreach', 'Marketing', 'Marketing Analytics']",https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,Beginner level,4.8,4.4784999999999915,4.589865140057857
Microsoft Project Management  Professional Certificate,Microsoft,"['Risk Management', 'Budgeting', 'Stakeholder Management', 'Planning', 'Communication', 'Risk Management', 'Budgeting', 'Stakeholder Management', 'Planning', 'Communication']",https://www.coursera.org/professional-certificates/microsoft-project-management,Beginner level,4.7,4.548000000000011,4.296465680873056
Introduction to Basic Vibrations,Korea Advanced Institute of Science and Technology(KAIST),[],https://www.coursera.org/learn/introduction-basic-vibrations,Intermediate level,4.6,3.982000000000011,4.409997249493612
Connect and Protect: Networks and Network Security,Google,"['Security Hardening', 'Network Security', 'Transmission Control Protocol / Internet Protocol (TCP/IP)', 'Network Architecture', 'Cloud Networks']",https://www.coursera.org/learn/networks-and-network-security,Beginner level,4.8,3.747500000000002,4.062933181796586
Introduction to DevOps,IBM,"['CI/CD', 'agile', 'Devops', 'TDD/BDD', 'Cloud Native']",https://www.coursera.org/learn/intro-to-devops,Beginner level,4.8,4.002000000000002,3.466982505116402
Intel® Network Academy - Network Transformation 102,Intel,"['Unit Testing', 'Footprinting', 'Out Of The Box (Feature)', 'Hard Drives']",https://www.coursera.org/learn/network-transformation-102,Beginner level,4.6,3.115500000000006,3.7305811998234573
Algebra and Differential Calculus for Data Science,University of Colorado Boulder,"['Integrals', 'Matrix Algebra', 'Numerical Analysis', 'Algebra', 'Derivatives']",https://www.coursera.org/learn/algebra-and-differential-calculus-for-data-science,Intermediate level,4.5,4.695499999999999,4.424881771615666
Serverless Data Processing with Dataflow Specialization,Google Cloud,[],https://www.coursera.org/specializations/serverless-data-processing-with-dataflow,Intermediate level,4.1,4.245000000000009,4.256239434005165
